Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
126213,0,0.2295846939999999,39y,1,0.207537108,11250.0,5,0,2,0,3.0
131698,0,0.055958059,55y,0,0.06907161,13000.0,6,0,1,0,3.0
30450,0,0.132095991,54y,0,0.088601754,6500.0,9,0,0,0,0.0
52557,0,0.038118475,65y,0,0.459914831,5400.0,6,0,1,0,0.0
74022,0,0.572559367,52y,0,0.140663176,2864.0,3,0,0,0,0.0
41189,0,0.0,33y,0,0.160119983,7000.0,6,0,1,0,0.0
118080,0,0.219904204,43y,0,0.236111111,11015.0,12,0,1,0,2.0
129108,0,0.028801378,35y,0,0.005722725,5416.0,5,0,0,0,0.0
47166,0,0.039875696,43y,0,0.414436035,10833.0,7,0,3,0,2.0
108177,0,0.807089533,57y,0,0.366011905,16799.0,25,0,2,0,2.0
12159,0,0.294964456,33y,0,0.459635091,4000.0,6,0,0,0,1.0
106901,0,0.0,74y,0,0.087228193,4000.0,8,0,0,0,0.0
118602,0,0.05841747,62y,0,0.236585366,11479.0,5,0,1,0,0.0
455,0,0.067901335,69y,0,0.065493451,10000.0,5,0,1,0,0.0
105584,0,0.601538115,48y,0,2592.0,,16,0,0,0,0.0
37159,0,0.929207079,40y,0,0.384653837,4000.0,6,0,1,0,2.0
138669,0,0.260430043,36y,1,0.6135275339999999,5011.0,9,0,1,0,4.0
53049,0,0.02135375,66y,0,0.439376609,6993.0,14,0,2,0,0.0
11618,0,0.280972976,56y,1,0.218104063,2805.0,7,0,1,1,0.0
18058,0,0.003669832,60y,0,0.258525263,5600.0,11,0,1,0,1.0
87996,1,1.039985719,23y,0,0.03978935,3417.0,5,0,0,0,1.0
51292,0,0.665572494,39y,1,0.273574188,4400.0,8,0,0,0,2.0
26580,0,0.056838932,63y,0,0.5150231120000001,2595.0,4,0,1,0,0.0
117055,0,0.613643356,64y,0,1.335776149,1500.0,4,0,1,0,0.0
103757,0,0.396814671,53y,1,0.86072303,6942.0,21,0,2,0,0.0
120892,1,0.5069860279999999,42y,1,0.2790491,4500.0,7,0,1,0,2.0
149826,0,0.02731868,71y,0,1419.0,,13,0,1,0,
4367,0,0.019961525,89y,0,0.009996668,3000.0,5,0,0,0,0.0
18531,0,0.050115532,66y,0,307.0,,13,0,0,0,0.0
35261,0,0.1113296219999999,57y,0,0.125843708,6666.0,8,0,1,0,1.0
90907,0,0.1114949319999999,45y,0,0.382228199,9666.0,12,0,2,0,0.0
118625,0,0.295673258,60y,0,0.809638072,5000.0,12,0,3,0,2.0
4992,0,0.3031337639999999,47y,0,0.382803821,4500.0,5,0,1,0,0.0
81626,0,0.211930175,65y,0,0.370719743,10600.0,15,0,2,0,3.0
103143,1,0.191400717,36y,0,0.392772835,5506.0,10,0,1,0,0.0
48847,0,0.0,71y,0,761.0,,3,0,0,0,
27925,0,0.472021119,30y,1,2847.0,,10,0,1,0,
59453,1,0.943823289,42y,2,0.065586883,5000.0,4,1,0,3,3.0
71042,0,0.412290074,48y,0,0.649670066,5000.0,10,0,2,0,1.0
112431,0,0.01958154,39y,0,0.369012911,2400.0,11,0,1,0,3.0
113414,0,0.543435049,36y,1,0.588102974,4000.0,7,0,1,0,0.0
129281,0,0.0134225619999999,79y,0,0.24229655,3796.0,12,0,1,0,0.0
68365,1,0.967082559,49y,0,0.520342834,9683.0,17,0,2,1,4.0
32080,0,0.34206257,68y,0,4088.0,,12,0,2,0,0.0
83703,0,0.0,62y,0,0.0,1500.0,3,0,0,0,0.0
27323,0,0.062410967,64y,0,0.254308337,6440.0,13,0,0,0,0.0
143901,0,0.032094161,36y,0,0.077268123,6910.0,10,0,0,0,0.0
29467,0,0.180768362,53y,0,166.0,,6,0,0,0,0.0
8906,0,0.169833037,53y,1,0.713580247,4859.0,15,0,2,0,1.0
95867,0,0.366938521,46y,1,0.399232246,4167.0,4,0,1,0,3.0
144662,0,0.415504272,32y,0,1505.0,,9,0,1,0,3.0
10103,0,0.013738533,71y,0,688.0,,6,0,1,0,0.0
140412,0,0.084791386,39y,0,0.004892736,2656.0,1,0,0,0,2.0
43413,0,0.1123051509999999,70y,0,3497.0,,8,0,2,0,
86187,0,0.9999999,39y,0,144.0,,3,0,0,0,0.0
115691,0,0.5240553,55y,0,5.089871612,700.0,7,0,1,0,0.0
59607,0,0.529578404,60y,0,0.30130074,8917.0,4,0,1,0,4.0
5250,1,0.9999999,27y,0,0.115247806,4216.0,2,0,0,1,0.0
87389,0,0.9999999,29y,0,0.0,,1,0,0,0,
6413,0,0.02038484,72y,0,0.011753183,4083.0,9,0,0,0,0.0
65191,0,0.006274843,58y,0,0.005559968,1258.0,2,0,0,0,0.0
2134,0,0.093984336,24y,0,16.0,,2,0,0,0,0.0
89346,0,0.360631551,57y,0,0.258576475,20666.0,13,0,2,0,1.0
57791,0,0.463304285,63y,0,539.0,,4,0,0,0,0.0
70429,0,0.493608293,31y,0,0.865044985,3000.0,9,0,1,0,2.0
139243,0,0.055872172,60y,0,0.004433544,10600.0,8,0,0,0,0.0
61946,0,0.279524497,45y,0,0.4439572,5700.0,9,0,2,0,0.0
84248,0,0.13679772,54y,0,0.344868735,8379.0,18,0,1,0,1.0
136233,0,0.04496268,51y,0,0.014394242,2500.0,3,0,0,0,0.0
84770,0,0.546902868,50y,0,0.529485887,3967.0,8,0,1,0,3.0
125453,0,0.9999999,58y,0,443.0,,1,0,0,0,1.0
32770,0,0.9999999,64y,0,0.0,10833.0,0,0,0,0,0.0
70890,0,0.0,46y,0,0.192100987,8000.0,3,0,1,0,1.0
23079,0,0.40221708,44y,0,0.75826277,3660.0,9,1,1,0,2.0
35980,0,0.011628781,58y,0,1639.0,,3,0,1,0,
6982,0,0.0,57y,0,0.269662921,18333.0,14,0,3,0,0.0
23856,0,0.766737876,39y,0,0.17174626,12500.0,9,0,0,0,0.0
105536,0,0.247029064,55y,0,1539.0,,7,0,1,0,0.0
58214,0,0.77111731,74y,0,0.191285403,2294.0,4,0,0,0,0.0
64676,0,0.223883914,70y,0,0.1978175989999999,19977.0,7,0,1,0,1.0
111670,0,0.023712465,65y,0,0.345942343,6000.0,10,0,2,0,1.0
108436,0,0.0,51y,0,0.384953322,3641.0,11,0,1,0,2.0
138650,0,0.024724334,32y,0,10.0,,3,0,0,0,0.0
111668,1,0.865172087,49y,7,0.291270873,10000.0,16,4,2,3,0.0
132906,0,0.021171126,67y,0,0.266860571,5500.0,7,0,1,0,1.0
136967,0,0.419058094,55y,1,0.927035006,2370.0,6,0,1,0,0.0
96233,0,0.0,62y,0,4.602649007,301.0,7,0,1,0,0.0
21902,0,0.625084785,65y,0,0.8139984090000001,8800.0,28,0,2,0,0.0
108185,0,0.945816502,59y,0,1.27876721,7916.0,26,0,3,0,1.0
68828,0,0.044700825,74y,0,0.180178742,6265.0,7,0,1,0,0.0
133910,0,0.154839718,36y,0,1828.0,,5,0,1,0,
92040,0,0.3140635,64y,0,0.338466153,10000.0,11,0,1,0,0.0
105615,0,0.032137799,72y,0,0.310137972,5000.0,8,0,1,0,1.0
66666,0,0.034666332,56y,0,107.0,,9,0,0,0,0.0
20334,0,0.043660805,59y,0,0.3431910999999999,7100.0,18,0,3,0,0.0
77412,0,0.402199725,29y,0,0.471208435,1232.0,5,0,0,0,0.0
86132,0,0.28881453,36y,0,0.593544702,3500.0,12,0,1,0,0.0
124229,0,0.00998717,45y,0,0.410085055,3291.0,7,0,1,0,2.0
92038,0,1.046976512,50y,0,0.25614877,5000.0,4,0,2,0,5.0
31835,0,0.130187534,43y,0,0.701224662,4735.0,8,0,1,0,3.0
68120,0,0.0,71y,0,55.0,,4,0,1,0,1.0
29191,0,0.882614331,34y,0,0.130872483,3575.0,3,0,0,0,3.0
37492,0,0.006332278,69y,0,0.23430127,11019.0,7,0,3,0,0.0
49018,0,0.362977836,62y,0,2724.0,,18,0,1,0,0.0
71711,0,0.218079196,69y,0,1559.0,,13,0,2,0,
118531,0,0.104579084,36y,0,0.140585472,8300.0,6,0,0,0,2.0
89386,0,0.014132391,53y,0,0.000922935,6500.0,3,0,0,0,2.0
25,1,0.392248482,50y,0,1.595253368,4676.0,14,0,3,0,1.0
98230,0,0.161896826,56y,1,2114.0,,12,0,0,0,1.0
140958,0,0.0,74y,0,0.0,2875.0,5,1,0,0,0.0
139205,0,0.0361942389999999,46y,0,0.005499313,8000.0,2,0,0,0,2.0
52316,0,0.098866918,46y,1,1.178056594,3745.0,17,0,2,0,3.0
114557,0,0.24535093,43y,0,0.441978961,6083.0,4,0,1,0,0.0
117831,0,0.992568383,61y,4,2735.0,,7,0,1,0,0.0
7964,0,0.237025673,70y,0,0.207780673,16887.0,11,0,3,0,0.0
3123,0,0.129497194,44y,0,0.397307102,14333.0,21,0,2,0,1.0
114995,0,0.172600571,56y,1,0.392661508,11500.0,11,0,2,0,3.0
106078,0,0.004799955,72y,0,14.0,,6,0,0,0,0.0
132931,0,0.547524024,44y,0,0.411921891,4864.0,9,0,1,0,1.0
65140,0,0.026555705,39y,0,0.5800666560000001,6300.0,15,0,2,0,2.0
79232,0,0.012923455,43y,0,0.367477366,5632.0,14,0,2,0,2.0
47144,1,1.003164557,36y,1,605.0,,5,0,0,1,0.0
51248,0,0.914754262,32y,0,0.472129086,4771.0,4,0,1,0,3.0
131457,0,0.542599969,57y,2,0.585950885,1750.0,10,0,0,1,0.0
90033,0,0.043371699,67y,0,0.0116383169999999,5584.0,5,0,0,0,0.0
47004,0,0.9999999,38y,0,1660.0,0.0,2,0,1,0,0.0
58864,0,0.567723044,57y,0,0.967397891,8250.0,38,0,3,0,0.0
135465,0,0.0,48y,0,0.0,,3,0,0,0,0.0
91110,0,0.029712336,76y,0,0.011507263,5300.0,11,0,0,0,1.0
129453,0,0.07803546,49y,0,0.329205366,8720.0,4,0,1,0,1.0
116051,0,0.9999999,35y,1,0.127323746,2850.0,2,0,0,0,1.0
89168,0,0.205132478,47y,0,1918.0,,8,0,1,0,0.0
139758,0,0.013047985,61y,0,0.737719298,4559.0,2,0,1,0,1.0
123287,0,0.00422661,57y,0,0.028621156,10341.0,7,0,0,0,3.0
4725,1,1.132104455,47y,0,1347.0,,4,1,1,2,1.0
105528,0,0.105674991,64y,0,0.383346082,9150.0,14,0,4,1,2.0
99906,0,0.128266533,76y,0,0.235630132,5601.0,11,0,3,0,0.0
60430,0,0.557232968,52y,0,0.265400462,9950.0,8,0,0,0,2.0
10614,0,0.7545704809999999,60y,1,0.483435991,12013.0,13,0,3,0,1.0
3836,0,0.0922792619999999,60y,0,1935.0,,10,0,1,0,1.0
134243,0,0.44815786,44y,0,0.40819788,7074.0,11,0,2,0,0.0
80621,0,0.028192347,49y,0,0.083992095,7083.0,15,0,0,0,0.0
64451,0,0.098498358,44y,0,0.266565186,11167.0,8,0,2,0,4.0
26784,0,0.9999999,67y,0,13.0,,0,0,0,0,0.0
113683,0,0.17531938,54y,0,0.32454052,10500.0,9,0,2,0,2.0
79309,0,0.595842739,43y,0,0.489377656,4000.0,11,0,0,0,0.0
91223,0,0.100528008,56y,0,0.266814721,3151.0,8,0,0,0,0.0
31806,0,0.014029878,75y,0,0.195530726,3400.0,14,0,1,0,0.0
104398,0,0.235685399,45y,0,0.499924254,6600.0,10,0,2,0,0.0
64486,0,0.019879035,67y,0,0.469800041,4850.0,13,0,2,0,1.0
109547,0,0.9999999,34y,0,0.091903363,6125.0,3,0,0,0,0.0
65042,0,0.144168877,56y,0,0.720129708,4008.0,16,0,2,0,0.0
93005,0,0.413699239,40y,0,0.61186403,4500.0,7,0,2,0,2.0
37522,0,0.078156874,74y,0,93.0,,2,0,0,0,
62186,0,0.928845192,38y,1,0.53779473,2883.0,3,1,1,0,3.0
8698,0,0.06912495,45y,0,0.092568784,11666.0,11,0,1,0,1.0
136575,0,0.9999999,55y,3,2789.0,,4,1,2,1,0.0
14543,0,0.090095257,57y,0,825.0,,10,0,0,0,0.0
135019,0,0.956565215,63y,0,0.068795295,9520.0,3,0,0,0,0.0
62274,0,0.975557366,48y,0,0.392934511,6000.0,7,0,1,0,0.0
94723,0,0.1381328819999999,63y,0,1435.0,,9,0,1,0,0.0
101820,0,0.772922708,46y,0,0.66028811,4650.0,3,0,1,0,5.0
121336,0,0.0,45y,1,0.250044115,5666.0,6,0,1,0,1.0
23559,0,0.996667407,41y,0,0.15004122,2425.0,5,0,0,0,0.0
45328,0,0.957635205,30y,0,0.2029227019999999,7800.0,12,0,0,0,0.0
121422,0,0.291253534,38y,0,0.284709853,10666.0,7,0,1,0,2.0
149817,0,0.429526901,33y,0,0.50497469,5728.0,6,0,2,0,1.0
96360,0,0.018986759,52y,0,0.1477016669999999,8875.0,11,0,1,0,0.0
54578,1,0.378282844,68y,2,0.592924891,7801.0,18,0,4,0,0.0
15294,0,0.940463828,30y,0,0.435141215,4000.0,10,0,0,0,0.0
133201,0,0.100485881,70y,0,404.0,,4,0,0,0,0.0
129953,0,0.284451311,64y,0,0.51616128,3000.0,9,0,1,0,0.0
44573,0,0.6136706820000001,44y,0,4416.0,,5,0,1,0,0.0
119404,1,1.136863137,33y,1,0.107204412,2900.0,2,3,0,1,0.0
27455,0,0.0948081259999999,54y,0,0.046384422,9140.0,8,0,1,0,0.0
336,0,0.053589282,87y,0,0.001534331,5213.0,4,0,0,0,0.0
95920,0,0.0,34y,0,0.0,,1,0,0,0,0.0
46779,0,0.0312634029999999,71y,0,0.170665867,3333.0,9,0,1,0,0.0
55567,0,0.9999999,48y,0,0.006589411,4400.0,4,2,0,1,2.0
82537,0,0.255914153,64y,0,0.272727273,1000.0,4,0,1,0,0.0
76185,0,0.3214022139999999,62y,1,1.140964759,4000.0,20,0,2,0,0.0
44929,0,0.975656211,41y,0,0.098180364,5000.0,1,0,0,0,0.0
109367,0,0.067627122,43y,0,0.018777796,6070.0,7,0,0,0,2.0
93548,0,0.363393282,27y,0,0.299539171,6292.0,8,0,1,0,0.0
34675,0,0.569286143,26y,0,0.322451402,6738.0,5,0,3,0,0.0
103538,0,0.7867295190000001,58y,0,0.257735389,9016.0,3,0,2,0,0.0
14030,0,0.248632923,63y,0,546.0,,15,0,0,0,0.0
8047,0,0.00859828,90y,0,0.000445236,2245.0,6,0,0,0,0.0
103914,0,0.036690987,60y,0,0.271373057,1543.0,6,1,0,0,0.0
31609,0,0.0,81y,0,17.0,,4,0,0,0,0.0
26952,0,0.1113888609999999,25y,0,0.025541366,1800.0,6,0,0,0,0.0
64588,0,0.194689036,63y,0,0.2282214719999999,8000.0,7,0,1,0,0.0
90278,0,0.981372104,37y,1,0.016141236,3964.0,1,0,0,0,3.0
104242,0,0.009203336,79y,0,0.001201442,9987.0,6,0,0,0,0.0
135038,0,0.429974281,54y,0,0.238990716,4200.0,5,0,0,0,0.0
40259,0,0.053077877,65y,0,0.141306519,15016.0,7,0,2,0,0.0
3346,0,0.380139152,50y,0,0.410239317,15000.0,11,0,3,0,5.0
43066,0,0.212782541,35y,0,0.58167675,3470.0,10,0,2,0,0.0
83597,1,0.9999999,39y,2,0.6761721959999999,3646.0,3,1,2,0,2.0
24213,0,0.155427143,50y,0,0.364393939,5279.0,18,0,0,0,1.0
71215,0,0.042742003,52y,0,0.113058762,21050.0,12,0,2,0,2.0
87162,1,1.192101414,48y,2,0.941223511,2500.0,13,1,1,0,2.0
99647,0,0.041143293,46y,0,0.50391513,3958.0,5,0,1,0,2.0
100584,0,0.8375974070000001,42y,0,0.590499391,4104.0,12,1,1,1,3.0
144561,0,0.03195895,65y,0,0.00939812,5000.0,5,0,0,0,2.0
17806,0,0.9999999,48y,0,0.004331889,3000.0,0,0,0,0,1.0
71453,0,0.070792358,32y,0,0.074708047,6250.0,8,0,0,0,1.0
132944,1,0.9999999,33y,2,0.4551072339999999,2750.0,5,2,0,0,2.0
137186,0,0.956452431,41y,1,0.661167788,4606.0,9,0,2,0,2.0
33185,1,1.111438873,50y,1,2716.0,,7,0,1,0,
112501,0,0.379873376,44y,0,0.067009426,5834.0,3,0,0,0,0.0
103061,0,0.215587711,35y,0,0.1474175969999999,7705.0,7,0,0,0,0.0
133810,0,0.0100941019999999,53y,0,0.217351806,13208.0,7,0,2,0,3.0
132591,0,0.0,23y,0,0.0,898.0,2,0,0,0,0.0
29984,0,0.035770446,60y,0,0.29504715,11770.0,7,0,2,0,2.0
59492,0,1.084130838,67y,2,0.179008568,3267.0,3,0,0,0,2.0
147567,0,0.309448301,84y,1,0.433313337,5000.0,10,0,0,0,0.0
122581,0,0.548934432,57y,0,0.665439243,5702.0,16,0,3,0,0.0
41180,0,0.059198979,39y,0,32.0,,6,0,0,0,0.0
86399,0,0.081471296,48y,0,1.14822475,2900.0,7,0,1,0,2.0
63342,0,0.69030969,49y,0,0.305932015,4500.0,6,0,1,0,2.0
70295,0,0.048677732,32y,1,0.710090597,3200.0,11,0,2,0,1.0
125019,0,0.307865379,50y,1,0.724799663,4741.0,8,0,1,0,0.0
2016,0,0.0621464159999999,90y,0,1.41586138,3000.0,18,0,1,0,0.0
1028,0,0.1490378869999999,44y,0,0.288725647,3130.0,8,0,1,0,1.0
35025,0,0.9999999,33y,0,0.0,2500.0,2,0,0,0,1.0
114990,0,0.306072718,39y,0,0.179039301,4350.0,11,0,0,0,0.0
40802,1,0.8535057429999999,67y,3,1.146778043,2513.0,7,3,1,0,1.0
100026,0,0.0080290869999999,34y,0,0.350329934,5000.0,13,0,1,0,1.0
31435,1,1.039946738,26y,0,0.7841079459999999,2000.0,11,0,0,0,0.0
20272,0,0.31834083,52y,2,0.403176004,6800.0,5,0,2,1,2.0
1538,0,0.955236854,63y,0,65.0,,1,0,0,0,2.0
55347,0,0.558396853,48y,3,0.327069172,2500.0,10,0,1,2,1.0
60411,0,0.0069455659999999,65y,0,0.005409583,2587.0,9,0,0,0,0.0
129255,0,0.269180603,62y,0,398.0,,5,0,1,0,0.0
121224,0,0.505749808,48y,0,0.314311458,6658.0,5,0,1,0,0.0
136271,0,0.4673310429999999,26y,0,0.421491045,2400.0,9,0,0,0,0.0
65758,0,0.7367671729999999,63y,0,0.25754818,18679.0,12,0,3,0,1.0
87867,0,0.016679437,77y,0,0.114779006,7239.0,14,0,1,0,0.0
133997,1,0.620474407,41y,0,0.003570518,3920.0,2,0,0,0,1.0
40871,0,0.730526598,38y,1,0.260894065,5323.0,14,0,0,0,4.0
52287,0,0.176659663,66y,0,0.126934007,9500.0,22,0,0,0,0.0
45058,0,0.035331662,33y,0,0.0324903079999999,10833.0,12,0,0,0,0.0
131899,0,0.927516474,47y,0,0.988924051,7583.0,9,0,6,0,3.0
15768,0,0.198937173,39y,0,0.479152085,10000.0,4,0,2,0,1.0
126845,0,0.9999999,63y,0,0.546357616,905.0,1,0,0,0,8.0
82818,1,1.089700997,46y,0,0.214024836,9582.0,8,0,1,0,1.0
32802,0,0.039998864,47y,0,1.160752794,5100.0,8,0,4,0,0.0
20545,0,0.21897485,54y,0,0.28924896,4566.0,11,0,1,0,2.0
27035,1,0.990614735,40y,5,663.0,,14,1,0,1,0.0
50339,0,0.0,24y,0,0.0,1.0,4,0,0,0,0.0
40630,0,0.830927063,45y,1,0.388528328,5700.0,10,0,1,1,0.0
13448,0,0.304277143,39y,0,3.050980392,254.0,9,0,0,0,2.0
2160,0,0.710783147,67y,1,1102.0,,6,0,1,0,
105067,0,0.073312191,49y,0,76.0,0.0,2,0,0,0,1.0
4840,0,0.381794972,67y,1,0.187762448,5000.0,17,0,0,0,0.0
117177,0,0.074159215,33y,0,0.195225597,8000.0,8,0,0,0,0.0
147852,0,0.002833097,25y,0,0.231452688,2250.0,4,0,0,0,0.0
2479,0,0.04559544,65y,0,0.294095454,5300.0,3,0,1,0,0.0
116500,1,0.7981502309999999,50y,4,0.4893976989999999,8865.0,12,0,2,0,3.0
95716,0,0.425560324,67y,0,0.840121317,6923.0,17,0,2,0,0.0
1201,0,0.0,48y,0,4212.0,,6,0,3,0,0.0
4430,0,0.425517665,41y,1,0.318839093,9750.0,12,0,2,0,2.0
82688,0,0.9999999,49y,0,0.266069746,10609.0,8,0,1,0,0.0
24334,0,0.009280834,49y,0,0.375,5415.0,14,0,3,0,0.0
97442,0,0.774276625,64y,0,0.2886110169999999,2958.0,4,0,0,0,0.0
88856,0,0.045542262,71y,1,663.0,,19,0,0,1,
87577,0,0.009945677,81y,0,10.0,,7,0,0,0,
53234,0,0.020199997,66y,0,0.433879345,2502.0,10,0,1,0,1.0
70155,0,0.07074434,52y,0,0.503091821,8570.0,26,0,1,0,1.0
68353,0,0.28587746,60y,0,0.216358839,7200.0,12,0,0,0,1.0
63079,0,0.053109425,47y,0,0.2347516939999999,9000.0,6,0,1,0,1.0
144713,0,0.068152467,38y,0,1206.0,,7,0,1,0,
19956,0,0.9999999,41y,0,0.37784886,2500.0,2,0,1,0,5.0
86531,0,0.0,51y,0,0.381044722,8250.0,10,0,2,0,2.0
40343,1,0.136876006,58y,3,0.370772176,4700.0,24,0,1,0,0.0
131159,0,0.000839682,49y,0,3050.0,,14,0,2,0,0.0
99457,0,0.040805297,57y,0,0.251523901,3116.0,3,0,1,0,0.0
94616,0,0.0042557559999999,63y,0,0.454424263,6000.0,21,0,1,0,0.0
63431,0,0.112044398,42y,0,0.274800812,6400.0,5,0,2,0,0.0
122434,0,0.028153135,63y,0,0.320575885,8334.0,10,0,2,0,2.0
76637,0,0.314501308,34y,1,0.100233595,4708.0,8,0,0,1,2.0
2573,1,2.760956175,65y,0,0.4702734839999999,1681.0,3,4,0,0,0.0
9870,0,0.012737385,98y,0,0.006502555,2152.0,6,0,0,0,0.0
65949,0,0.1242573419999999,40y,0,0.573303337,8000.0,12,0,3,0,3.0
56996,0,0.406931602,55y,1,0.299503274,8857.0,5,0,2,0,0.0
139550,0,0.8606580220000001,56y,0,0.2273605269999999,8800.0,4,0,0,0,1.0
149625,0,0.352329305,49y,0,0.3440504579999999,13000.0,15,0,3,0,3.0
25357,0,0.0,38y,0,1.495851042,4940.0,13,0,2,0,0.0
129725,0,0.407952006,44y,1,0.0266615879999999,5250.0,5,0,0,0,2.0
92828,0,0.001823733,61y,0,2184.0,,8,0,2,0,
142430,0,0.2069380569999999,57y,0,0.530264711,5930.0,9,0,1,0,0.0
50637,0,0.303186406,40y,1,0.328931452,9919.0,10,0,2,0,3.0
258,0,0.0,63y,0,0.0079889219999999,9387.0,9,0,0,0,0.0
18583,0,0.503855162,37y,1,0.489527418,9500.0,12,0,1,0,1.0
133501,0,0.129816483,67y,0,2822.0,,8,0,1,0,0.0
77950,0,0.080375732,64y,0,0.162697035,14400.0,12,0,1,0,1.0
145506,0,0.0119392889999999,64y,0,43.0,,8,0,0,0,0.0
114796,0,0.010312097,44y,0,0.33188937,3000.0,4,0,1,0,2.0
29500,0,0.4059295229999999,39y,0,0.310441665,3916.0,8,0,1,0,0.0
128486,0,0.9999999,30y,1,0.087003925,4585.0,1,4,0,0,2.0
144395,0,0.318143941,62y,0,3058.0,,12,0,4,0,0.0
118049,0,0.0,59y,0,1298.0,,7,0,1,0,0.0
22008,0,0.024071786,73y,0,0.010179967,5500.0,12,0,0,0,1.0
93611,0,0.9999999,40y,1,0.589200184,15240.0,10,0,2,0,1.0
44850,0,0.149542523,57y,0,0.021997034,4045.0,2,0,0,0,0.0
109333,0,0.584931606,38y,0,2900.0,,10,0,2,0,3.0
10374,0,0.059025693,49y,0,0.37148029,9943.0,12,0,4,0,0.0
59763,1,0.9999999,45y,1,0.184172936,10500.0,3,0,1,0,3.0
5835,0,0.0,70y,0,0.0,,4,0,0,0,0.0
96390,0,0.584284984,34y,0,1.477015323,1500.0,9,0,0,0,0.0
77287,0,0.0265102129999999,82y,0,0.000666223,1500.0,5,0,0,0,0.0
57774,0,0.048159797,29y,0,0.3691563679999999,1860.0,8,0,0,0,2.0
136442,0,0.184152233,47y,0,0.2773109239999999,8329.0,11,0,1,0,0.0
92033,0,0.139857343,71y,0,1.143856144,1000.0,7,0,1,0,0.0
31623,0,0.251532971,45y,0,4310.0,,10,0,4,0,0.0
126130,0,0.000563979,56y,0,0.043997067,15000.0,11,0,0,0,1.0
128301,0,0.8960756459999999,47y,4,0.2316681039999999,12750.0,19,0,1,0,0.0
136933,0,0.151761418,67y,0,0.2167065389999999,5015.0,14,0,1,0,0.0
127276,0,1.021836359,61y,0,0.450577664,2336.0,4,0,1,0,0.0
28056,0,0.029291857,65y,0,0.145895828,11000.0,11,0,1,0,0.0
51736,0,0.056256176,71y,1,0.245474883,9833.0,19,0,2,0,0.0
147318,0,0.133901064,49y,0,0.433947856,9166.0,13,0,2,0,2.0
49746,0,0.462280743,58y,0,0.234698371,9083.0,6,0,1,0,2.0
144124,0,0.039714422,68y,0,0.489097678,5640.0,16,0,1,0,0.0
85267,0,0.339566043,76y,0,0.049979175,2400.0,2,0,0,0,0.0
108104,0,0.0,59y,0,1699.0,,8,0,3,0,0.0
100468,0,0.685129407,57y,0,6085.0,,10,0,1,0,0.0
46634,0,0.9999999,65y,0,0.46741573,889.0,6,0,0,0,0.0
9512,1,0.100613751,42y,0,2097.0,,7,0,1,0,0.0
30483,0,0.094740444,47y,0,0.3684210529999999,6250.0,8,0,1,0,3.0
39961,0,0.7722562270000001,43y,0,0.455707975,4300.0,4,0,1,0,4.0
68833,0,0.406021647,53y,0,0.31427429,2500.0,2,0,1,0,0.0
19208,0,0.073959938,57y,1,0.069243906,6440.0,11,0,0,0,0.0
112446,0,0.11688346,40y,0,1086.0,,6,0,0,0,
73474,0,0.534872926,51y,0,0.185570309,6250.0,9,0,1,0,0.0
105152,0,0.0708863409999999,47y,0,0.0173486089999999,3054.0,7,0,0,0,0.0
92304,0,0.087867265,53y,0,0.66286216,3416.0,12,0,1,0,0.0
51555,0,0.133813022,64y,0,0.198324022,5369.0,17,0,0,0,0.0
103745,0,0.190908925,62y,0,0.591102224,4000.0,13,0,1,0,0.0
32075,0,0.0462393829999999,62y,0,0.253016977,14666.0,10,0,1,0,0.0
116020,0,0.524231718,45y,0,0.5940948970000001,10600.0,7,0,4,0,1.0
128039,0,0.073286755,62y,0,1.080355209,9233.0,19,0,5,0,0.0
26173,0,0.031138255,53y,0,0.142462366,13750.0,10,0,1,0,0.0
142616,0,0.565164282,44y,1,0.815925728,5600.0,9,0,1,0,0.0
19861,0,0.0,57y,0,0.179358717,7983.0,4,0,2,0,0.0
100233,0,0.166764533,46y,0,2603.0,,8,0,1,0,2.0
143945,0,0.006483401,62y,0,0.169885305,10200.0,10,0,2,0,0.0
16973,0,0.00466591,74y,0,0.0016727489999999,6575.0,6,0,0,0,0.0
94397,0,0.0,34y,0,0.198523191,13000.0,9,0,2,0,1.0
99062,0,0.471940139,77y,0,0.348603035,7050.0,4,0,1,0,1.0
78495,0,0.40684771,61y,1,2247.0,,6,0,1,0,0.0
18954,0,0.9999999,38y,0,0.054717324,5500.0,1,0,0,0,2.0
62462,1,0.4950019989999999,59y,2,0.465942591,6444.0,11,4,2,5,3.0
74600,1,0.552763149,33y,0,0.681742662,5416.0,7,0,2,0,0.0
5369,0,1.059850374,28y,0,0.005466615,2560.0,2,0,0,1,3.0
92310,0,0.489083952,33y,0,0.310433801,6200.0,9,0,2,0,0.0
144236,0,0.002452462,66y,0,873.0,,6,0,1,0,0.0
135192,0,0.0026128189999999,70y,0,63.0,,3,0,0,0,
4045,0,0.394789471,35y,1,0.393214227,6100.0,9,1,2,0,1.0
47213,0,0.0,56y,0,0.655955441,2333.0,12,0,2,0,0.0
49260,0,0.898388717,40y,0,0.205139232,9300.0,11,0,0,0,0.0
